,Round Name,Battle ID,Team 1 ID,Team 2 ID,Team 1 Team Name,Team 1 front1 Gotchi Special ID,Team 1 front2 Gotchi Special ID,Team 1 front3 Gotchi Special ID,Team 1 front4 Gotchi Special ID,Team 1 front5 Gotchi Special ID,Team 1 back1 Gotchi Special ID,Team 1 back2 Gotchi Special ID,Team 1 back3 Gotchi Special ID,Team 1 back4 Gotchi Special ID,Team 1 back5 Gotchi Special ID,Team 1 leader Gotchi Special ID,Team 1 sub1 Gotchi Special ID,Team 1 sub2 Gotchi Special ID,Team 2 Team Name,Team 2 front1 Gotchi Special ID,Team 2 front2 Gotchi Special ID,Team 2 front3 Gotchi Special ID,Team 2 front4 Gotchi Special ID,Team 2 front5 Gotchi Special ID,Team 2 back1 Gotchi Special ID,Team 2 back2 Gotchi Special ID,Team 2 back3 Gotchi Special ID,Team 2 back4 Gotchi Special ID,Team 2 back5 Gotchi Special ID,Team 2 leader Gotchi Special ID,Team 2 sub1 Gotchi Special ID,Team 2 sub2 Gotchi Special ID
14,Round 5,424d7526-e31c-4cef-bbc6-bacbf21e7c19,174954,177772,exe,,3,,3,,1,,5,,7,3,,,aavegotch1-normie-1,,4,,7,,7,,7,,7,7,,
15,Round 5,4a78ec58-b8e6-42ef-a6b9-32c55a7514a7,174724,179844,Franco 01,,5,,5,,3,,6,,3,6,,,There is nothing to do,,,,,,4,5,1,6,7,4,,
16,Round 5,4dbde04c-be08-409a-bd64-51fc35f28ba9,181874,170348,NGMI Far,,,,,,3,5,2,4,7,3,,,COOL TEAM,,4,,4,,7,,1,,5,7,,
17,Round 5,5497599b-5c15-4bad-8b97-55a1d8c18ed9,180590,179501,ZZZZ,,1,,4,,7,,8,,7,7,,,Alcoholics II,1,,4,,8,,5,,6,,4,,
18,Round 5,5506727c-ab46-4311-9d72-f132d39f9ca2,181460,172616,CryptoGreen1,,6,,6,,4,,1,,1,6,,,Team DAIddy Kong,2,,4,,6,,1,,8,,2,,
19,Round 5,5596d5a4-a7bc-4934-bcad-868c92af4e04,176167,181953,Mystery of Chessboxing,,7,,1,,1,,3,,6,7,,,SlickB,6,,2,,2,,6,,8,,6,,
20,Round 5,5732b7ef-fec5-4a85-8d48-b6f85033dbd3,171921,181256,Vici 1,,1,,5,,3,,7,,8,1,,,Chad,,2,,6,,6,,3,,1,6,,
21,Round 5,57901883-f186-4d62-9753-d19339758e3c,181437,176895,madmax,8,,5,,8,,4,,1,,1,,,Super S1,,4,,8,,1,,3,,5,1,,
22,Round 5,5ae4313a-52f1-4488-bea3-58c582fd59aa,170076,170790,MEA CULPA,,,2,,,5,5,,5,5,2,,,BB5,6,,7,,7,,7,,7,,7,,
23,Round 5,678be6b6-f66a-49fd-ba08-c4eea7215a1f,182412,181694,DreamTeam,,2,,2,,3,,1,,3,1,,,samie 03,,5,,8,,7,,7,,4,4,,
24,Round 5,67e5ca0c-02f9-4cdd-bc8a-2f7047094250,176168,181453,FtB2,5,,5,,2,,3,,6,,5,,,bm,,4,,8,,5,,7,,8,5,,
25,Round 5,69ab2a73-8452-497b-81fb-455d08c42a2d,178198,180973,B-Roll,,8,,2,,8,,6,,8,8,,,Portal Mages 9,5,,4,,2,,6,,8,,5,,
26,Round 5,69e9cb79-b912-4cb4-8ca9-51225ee42c57,171915,170090,Tommy Gotchi 2.0,,2,,2,,3,,3,,6,3,,,LightEm'Up,,2,,2,,7,,7,,7,2,,
27,Round 5,78c08d49-40ae-4427-8797-9c20557097f7,175473,178702,Not so Based,,4,,6,,4,,1,,1,4,,,ᕕ(ᐛ)ᕗ,,,4,,,7,7,,7,7,7,,
28,Round 5,7b418347-30ca-406a-9a58-082cabdbe4e5,171225,182194,Sandro 5,5,3,,4,7,,,6,,,5,,,ninja,1,1,1,1,1,,,,,,1,,
29,Round 5,803685a4-f8ae-4926-8e86-2b96ce07fd95,175468,180354,No Respec,,7,,8,,8,,6,,8,8,,,More Fuckin trolls,8,8,,8,5,,,6,,,8,,
30,Round 5,813bbb99-241a-4e5d-9ad8-f8b260cc45e8,174968,176082,Dely 2,,4,,6,,3,,3,,3,6,,,FrogForce,,,,,,5,3,7,6,3,5,,
31,Round 5,844639af-4af8-441e-a97d-a0fc1348338a,171707,172289,Wagmi's Stunners,,7,,7,,7,,7,,7,7,,,bottle rape,,5,,7,,7,,7,,7,7,,
32,Round 5,891ce85d-8128-4a3b-a0a6-515d183d4320,177426,180444,bunbogionac,,6,,6,,7,,7,,7,6,,,Gotchima,,4,,8,,7,,6,,7,6,,
33,Round 5,8a4dd76e-47ce-47ad-b112-e8e4d2789493,174232,180223,GFA 1,,4,,2,,1,,6,,7,6,,,Rapunzel,7,,7,,7,,7,,7,,7,,
34,Round 5,8fc417b0-a475-4891-bad9-8822f6b50873,182119,177374,What's that spell?,4,,7,,6,,7,,7,,7,,,EVG,7,,6,,7,,8,,1,,6,,
35,Round 5,9dfc0c36-69df-43cf-9ab6-5eb73454d600,181400,174848,signal,,3,,5,,6,,5,,6,6,,,dead first round,,,,,,1,5,4,5,1,1,,
36,Round 5,a5d31cb4-e633-4079-b206-72fd6e70673c,181246,172272,RUN12,5,,3,,3,,3,,5,,3,,,km,8,,6,,8,,8,,8,,8,,
37,Round 5,a62b6994-dd76-418f-8dd3-39976b8bf3af,180192,182207,Team D,,4,,8,,3,,6,,3,6,,,DuuTeam,2,4,,2,5,,,3,,,4,,
38,Round 5,a75cb932-8c37-4c35-ae26-3dd35fc57269,182458,181348,samie 08,8,,5,,5,,1,,4,,4,,,Buffalo DeGotchi 1,3,,3,,3,,6,,7,,6,,
39,Round 5,b31d8f61-a04e-477d-98dc-02f7eb9995ee,181078,177773,Portal Mages 11,3,,4,,1,,2,,5,,5,,,aavegotch1-normie-2,,4,,5,,1,,1,,5,5,,
40,Round 5,b39e4345-ec4b-4a84-aa4f-599fab3ceb03,172986,172994,NADIELATORS,5,,7,,3,,8,,4,,5,,,Nine,5,,3,,3,,2,,7,,3,,
41,Round 5,b5dbece8-42ec-4061-b038-578593a26454,181579,171962,TANK ME LATER,,2,,5,,4,,6,,4,6,,,Aavegotchi team 1,2,4,6,1,6,,,,,,6,,
42,Round 5,bb1e1caa-ff00-4075-a417-22ada2e7b852,172080,172430,Silents team,,4,,1,,6,,5,,6,6,,,eSveeGotchi,2,,3,,7,,3,,5,,2,,
43,Round 5,bbc5683e-8172-4d45-a12b-541802f8478f,179550,170781,It's So Fluffy,4,,7,,2,,6,,1,,4,,,pwnz,,8,,5,,7,,7,,7,7,,
44,Round 5,bfd02c29-6329-45e4-8f73-2e6476c66707,181373,173153,Dalio,,,7,,,6,4,,7,3,3,,,Team A,6,8,4,5,2,,,,,,6,,
45,Round 5,d02effa8-7117-47ca-97bd-0a012739f85d,182463,179622,samie 05,5,4,,6,3,,,1,,,4,,,Team Zen,,,,,,2,1,2,7,3,2,,
46,Round 5,d22a5b89-cfa7-4d4e-8be3-9e7c58673b21,169949,178727,Crusherz 1,3,4,,7,1,,,6,,,6,,,( ｡◕‿‿◕｡ ),,4,,5,,1,,6,,3,4,,
47,Round 5,d614ea40-25fc-4584-ae14-8bbaabf75b25,171224,177774,Sandro 4,2,8,,4,8,,,6,,,2,,,aavegotch1-normie-3,,,2,,,1,1,,1,1,1,,
48,Round 5,d63c5c6d-5f9b-4a65-b454-ee53cfc99197,171710,171310,yoloooo,,,4,,,8,3,,3,5,4,,,GAMMA GOTCHI,,4,,8,,3,,6,,2,3,,
49,Round 5,d7631028-7b28-428c-9ce6-846195e1389a,181504,181483,CryptoGreen6,,2,,1,,5,,7,,6,5,,,ms,,2,,3,,5,,5,,3,3,,
50,Round 5,d8a0e455-acde-464f-a251-8f6e4640edfb,170419,176077,Realmies,6,,2,,5,,1,,4,,6,,,lightbeing music,8,,8,,8,,7,,3,,3,,
51,Round 5,e0da5ea8-dc11-4cb8-bee8-3059d44c83ab,172300,182470,samie 04,,,6,,,1,2,,8,6,6,,,Ogi m,6,7,7,7,7,,,,,,7,,
52,Round 5,e2690407-c9ac-4a82-b414-2254a7c542e6,180278,175111,AB10,1,,5,,5,,8,,5,,5,,,EVG,,5,,7,,5,,7,,3,5,,
53,Round 5,e3b00b31-9821-4f6c-8472-ef170f5c4737,181440,172599,vlad,,4,,2,,4,,1,,5,4,,,Noss,8,,5,,5,,3,,7,,3,,
54,Round 5,e547ca9e-0a12-459c-89fd-6c7a7fe6278f,175131,169878,EVG,,5,,5,,7,,7,,7,7,,,TheTeam1,,,4,,,3,4,,6,5,5,,
55,Round 5,e8ffdc20-f82b-4919-aa2c-701b573263e2,170785,180188,BB2,,,1,,,7,7,,4,7,7,,,Cut It,,,2,,,3,3,,3,3,2,,
56,Round 5,eed94e49-a0a8-4fae-adcb-21a302f22448,174239,179515,GFA 8,,,,,,1,4,3,8,5,5,,,The Unicorn,4,,5,,1,,3,,6,,4,,
57,Round 5,f4e947e9-9edb-4e25-bd55-ffd971cf7b29,172997,181463,the top78 team ~ ethfinance'd,,5,,5,,6,,4,,1,5,,,CryptoGreen2,,6,,6,,8,,3,,8,6,,
58,Round 5,fab59a6e-4bf1-4fc5-931e-1d53dec58ad2,172273,182141,mk,8,4,8,8,8,,,,,,8,,,Chamallow 2,,,6,,,6,1,,1,7,6,,
59,Round 5,fc16a147-d3fa-47c2-8699-8924e1a708e8,181334,173150,nephews,,4,,4,,5,,3,,5,3,,,Supreme Pablo's,,4,,5,,5,,6,,3,6,,
60,Round 5,fd98852a-0e9c-4fda-a1f7-3284c6036f99,172347,181446,<Manchester CA>,5,3,2,4,6,,,,,,2,,,dave,7,,8,,2,,5,,4,,5,,
61,Round 5,fec4208f-f0ee-4713-8f2c-501baaf9e9aa,171659,170756,Wagtunga,,2,,8,,8,,6,,8,8,,,juicy,3,,1,,7,,6,,5,,3,,
62,Round 5,ffbfcf4d-3af2-44a8-a7f7-e5e955e617b2,172274,179795,ki,,1,,1,,1,,1,,4,1,,,Janbao´s team,,4,,4,,2,,6,,8,2,,
63,Round 5,ffcdb491-7d21-412f-a36e-5b3b911b3a2c,175517,178418,Wizardry Legion,,4,,7,,7,,7,,7,4,,,B Squad,,4,,4,,5,,1,,3,5,,
