Bracket,Round Name,Battle ID,Team 1 ID,Team 2 ID
Winner,Round 1,09e38fb8-5e8e-4250-a681-a4a98ace075b,180988.0,171916.0
Winner,Round 1,09e77a62-344e-4895-b7a4-0e62d42f240e,179649.0,178623.0
Winner,Round 1,0abdb291-1d14-409d-9241-a2ef8b6910a5,181440.0,181641.0
Winner,Round 1,0b2927ca-888b-409d-b778-5b6fff48d3ff,179501.0,171476.0
Winner,Round 1,0b33a793-a3d1-4008-8637-318cd2c9e3ed,180443.0,180228.0
Winner,Round 1,0be0d6a2-1c66-4e42-ad76-ed6726a2f8a8,170081.0,170632.0
Winner,Round 1,0cb2843a-82c4-450d-b8a4-f1d7a08041aa,181847.0,171236.0
Winner,Round 1,0ce3b803-f86f-424a-9053-aa7da81d2140,176267.0,182234.0
Winner,Round 1,0cfc2364-87fc-47d7-9f71-83eba4e97a5f,169612.0,179550.0
Winner,Round 1,0d1dfc18-b068-4687-a43f-811cdeee195f,175462.0,169597.0
Winner,Round 1,0d2c2a32-cbd7-4c7f-9311-7f6b023a1cc9,181320.0,172605.0
Winner,Round 1,0d3451fd-9518-4546-9df1-9f84d90ecc60,179904.0,173095.0
Winner,Round 1,0d6c6cd1-050c-4585-b254-a0ce06f338e1,171535.0,171539.0
Winner,Round 1,0e8a3319-13d3-48ec-94b0-f0171bff46e3,174970.0,180277.0
Winner,Round 1,0e8b2147-aa9e-4e43-9c29-5a2e912212c9,171925.0,179624.0
Winner,Round 1,0eba0cd0-9720-498e-a6dd-5657e7f0455b,177905.0,171229.0
Winner,Round 1,0ec777fa-7764-4fc3-bc28-69195128ba7b,171418.0,173218.0
Winner,Round 1,0f8a32f2-1e30-4fcc-a98a-e36c6c122e2d,170335.0,177776.0
Winner,Round 1,103d3b2f-99bc-44ef-beca-ee6fec41326a,181108.0,
Winner,Round 1,10933cca-4afd-46d4-bbfe-7d8551a9d108,180866.0,182354.0
Winner,Round 1,10c5b3c1-1b3b-4763-8250-517bb4763f9f,174724.0,171777.0
Winner,Round 1,11f5e90e-ebb0-40db-9716-9690993f3f1a,181628.0,182244.0
Winner,Round 1,11ff486c-89d7-457a-b3fe-3d1498a46b1b,172964.0,179560.0
Winner,Round 1,1227944d-34bf-46b0-9cc6-0883b8bd2fa4,181923.0,174236.0
Winner,Round 1,13a4c84c-1180-43c4-a13a-d85d4db5d307,179622.0,
Winner,Round 1,13cf4901-fe09-40d7-8bc5-9cab952fb2af,181397.0,174895.0
Winner,Round 1,14c441eb-5ffa-4259-845b-d34cc8c6f284,170784.0,177912.0
Winner,Round 1,1503a5fe-bd80-4fcc-bcd6-d539e91a23e3,177778.0,181988.0
Winner,Round 1,15150c51-23d2-429f-94a8-2c946b9618e1,172160.0,175153.0
Winner,Round 1,158d9ea2-2f0d-4091-a52b-4a822b22fe4f,175473.0,171541.0
Winner,Round 1,159bbe59-305e-4818-9273-23743fe13f7b,180569.0,
Winner,Round 1,15bf437c-28d2-481b-8dcb-7dfff18734fd,170630.0,171475.0
Winner,Round 1,16299166-e489-4317-9868-b642e72ad27e,181890.0,181580.0
Winner,Round 1,16c1add8-0d9b-4b1c-b7f6-befdf51f9c45,181235.0,180108.0
Winner,Round 1,1758c17c-445e-412f-aecd-c1b720ac7bcb,181514.0,169615.0
Winner,Round 1,17609e71-dead-4360-8d3e-d39797fff64e,169635.0,177367.0
Winner,Round 1,18552125-c309-4bf5-baa5-5d4c5b51bd24,174723.0,171736.0
Winner,Round 1,186546b7-2895-49d2-ab17-17cb42b94571,169592.0,182142.0
Winner,Round 1,18a8a25a-854b-414c-8edd-42f550e2bea2,179844.0,181634.0
Winner,Round 1,192a4a23-25ef-4abd-afd5-498babe7f988,180193.0,171992.0
Winner,Round 1,193c0a47-3a97-4d19-a8b4-1deabfdc1346,171534.0,182334.0
Winner,Round 1,1956126d-d008-48df-861c-b5e81dc23a83,172994.0,169645.0
Winner,Round 1,19f455cc-98a4-4c18-a589-4355982622e8,181465.0,172813.0
Winner,Round 1,1adbf4f8-9226-4f9c-b940-5af4eeb3eafc,178495.0,175195.0
Winner,Round 1,1af74ff3-9b49-4a13-98c8-eea1bb615b5a,181396.0,177934.0
Winner,Round 1,1b024584-3f71-4d2f-bace-3c36710cae0b,180229.0,180227.0
Winner,Round 1,1b2a1bd2-192b-47fa-833c-d60a3c167cfc,171715.0,175541.0
Winner,Round 1,1b572f12-ac47-49d3-b792-256a4cfc305c,171753.0,172089.0
Winner,Round 1,1c013fce-fdf9-41bf-a452-1507954df5ea,181953.0,175126.0
Winner,Round 1,1cd2af9c-9008-425c-8c67-0964c30e50a9,173094.0,182052.0
Winner,Round 1,1d3886e8-20da-4a98-9075-4a8b67b3e489,181156.0,
Winner,Round 1,1d627a2c-4438-499c-8c22-8fa262b298aa,172598.0,174727.0
Winner,Round 1,1df33888-0ade-44f6-81b6-ffd0ba6278b7,172194.0,171728.0
Winner,Round 1,1e2a69ba-3f99-41f3-adc7-6644c75d2d55,179461.0,171477.0
Winner,Round 1,1e4b4872-08e7-4698-be99-e729109dd6f7,171473.0,170348.0
Winner,Round 1,1e77df2b-6667-4fa9-8145-8976d1115b65,177335.0,170778.0
Winner,Round 1,1ec6479f-e561-4640-b756-d9dd39a80fd2,172599.0,170340.0
Winner,Round 1,1f09f144-d897-493d-a30b-35d7a2851050,178360.0,182143.0
Winner,Round 1,1fb97413-c45d-4cb1-87e6-4795ee340a41,171913.0,181537.0
Winner,Round 1,1fc47d60-283e-453b-bf78-ca2282fe1888,181832.0,
Winner,Round 1,20030bf6-f9e1-41db-bddf-9f9adbe22a2b,182358.0,181112.0
Winner,Round 1,206245fc-9bdf-4f5a-9d1a-d09759417f72,181222.0,171917.0
Winner,Round 1,20c56262-6355-45ae-a595-b42c572aec75,178415.0,181679.0
Winner,Round 1,20d85253-3aa9-493a-8b7e-30af84611ffc,181043.0,175542.0
Winner,Round 1,2189c99f-7bad-489f-a6d7-93ccbafdfc7c,181427.0,175197.0
Winner,Round 1,21aab75b-b78f-423a-afa5-9a63a5b7c2c4,172810.0,175150.0
Winner,Round 1,21d2b6c5-d4c9-47fa-a783-3096175b6db9,174239.0,178212.0
Winner,Round 1,23e40ffe-9ac6-4234-b80a-6657c1f657ef,172990.0,179815.0
Winner,Round 1,23f9fead-37f6-4f6c-98f4-582c98d291ed,177773.0,181323.0
Winner,Round 1,244ef1fd-3850-4098-a8c4-ea91f646e92c,180438.0,171695.0
Winner,Round 1,24b36f77-1865-4161-a85b-27e1d4f02687,178608.0,
Winner,Round 1,252658a2-8051-4d97-9d26-6ce335fc391a,178315.0,180594.0
Winner,Round 1,263b5607-ba9e-4ea1-956c-6f44ab8ddc56,169663.0,180226.0
Winner,Round 1,26400a50-75d8-42e3-b632-5acabd2819e6,178052.0,
Winner,Round 1,26a020b1-9e3d-49e9-bf45-147d056ec81d,170090.0,180285.0
Winner,Round 1,26c08515-db08-40ca-a89e-0abb5f018182,181106.0,
Winner,Round 1,280f4266-419d-42cd-be8b-7e92f1af9438,171964.0,171978.0
Winner,Round 1,2905a4ca-49b2-4c8d-88a9-75c20fef423c,182470.0,170266.0
Winner,Round 1,298310e2-799a-4580-8164-0c7db0da70be,178361.0,182342.0
Winner,Round 1,2ab728c1-27f0-48a5-a762-a4fb16de7013,181446.0,171540.0
Winner,Round 1,2b0bcafe-a4a9-4df6-83f1-48fc15c4e57c,170781.0,181606.0
Winner,Round 1,2b0f425e-5dd5-4f6f-a432-3e4da41cfcf2,178418.0,182105.0
Winner,Round 1,2bba8714-72ea-4607-81d1-d3322f4b9134,178100.0,177780.0
Winner,Round 1,2e19f0a8-de09-4b46-8967-6aaa785dbfca,171243.0,181200.0
Winner,Round 1,2e29513f-90e3-4be4-ac71-8b8b06125620,171963.0,171919.0
Winner,Round 1,2eb5c7f0-1c7e-46cc-b7e7-9196f2489b70,182051.0,171230.0
Winner,Round 1,2ee5e299-2607-4ecb-a2ae-e9ccf6bc5429,180218.0,171924.0
Winner,Round 1,2f1706cb-73b0-48f1-80ea-f7e3d6535dd6,180903.0,175116.0
Winner,Round 1,2f7e57aa-1090-47a0-8e80-6d3ca0a815e5,181504.0,177911.0
Winner,Round 1,2fe88124-e6d9-4785-a6f9-42ff26047d63,177386.0,171725.0
Winner,Round 1,2ff1442b-1df0-42c6-9b93-cff95ab45382,173220.0,182060.0
Winner,Round 1,309f13a2-a646-45ba-8c1e-4e1025ad1cb1,177904.0,178896.0
Winner,Round 1,30b81e9b-f531-47f9-a687-2cc7fcdbcd3d,171381.0,172836.0
Winner,Round 1,310700fb-a129-468e-be50-ee250dcc11b8,174968.0,172575.0
Winner,Round 1,31871659-1357-4ec8-bbe3-30a03792d133,172993.0,175882.0
Winner,Round 1,31987b56-4e03-4941-9c2b-13e9bd47599f,182132.0,172828.0
Winner,Round 1,31dcda4a-2cd7-48b3-84ca-b44bf5cefb46,171465.0,
Winner,Round 1,31f0e46e-ecaf-4813-ac15-b1c060d4eb24,172378.0,171226.0
Winner,Round 1,32142089-d5c6-4b34-85ed-1bb34d62f0d4,177771.0,178891.0
Winner,Round 1,326f9476-f712-48b3-aa3f-b4a33fe569fe,177907.0,178292.0
Winner,Round 1,331d8ac5-754c-4a32-b1a3-a3a3dbf31180,171962.0,172825.0
Winner,Round 1,33652eea-8454-4054-ac87-75f0bcbb6cc9,177989.0,
Winner,Round 1,340c4a16-953b-423a-b244-c0a9ae325ad4,169591.0,171297.0
Winner,Round 1,342f7417-880d-407b-b9db-89346304f8b3,170543.0,171233.0
Winner,Round 1,347f570f-bc1d-4b6a-a22e-3d1ca55a418c,174032.0,180271.0
Winner,Round 1,3579a736-cd91-4931-8e65-de5239dcb9d9,169946.0,181351.0
Winner,Round 1,359c2395-1ef1-4d1b-b67e-49cbfde1b279,174954.0,180276.0
Winner,Round 1,35e5feeb-0c17-438e-95ed-5c70b65b5e2c,182360.0,
Winner,Round 1,36111789-50ca-409e-a4e3-de225dd8ac7a,182220.0,171743.0
Winner,Round 1,36739f3c-c6d7-4db2-ba35-1b75c5ffdc64,181509.0,178224.0
Winner,Round 1,3763c826-2352-4106-b989-77619bb99380,182119.0,170343.0
Winner,Round 1,39626929-d72e-47be-8790-755c487272c9,170334.0,174726.0
Winner,Round 1,39a4aa4f-f174-432d-9700-c7997bd0b041,181246.0,179803.0
Winner,Round 1,39c555bc-8eeb-4507-9564-48aea8773959,180069.0,181669.0
Winner,Round 1,3a65e1a4-d29d-4d86-ab91-7745c8c3cb1c,178210.0,
Winner,Round 1,3a9bf240-0968-4646-876c-026b274f6d7f,169626.0,177910.0
Winner,Round 1,3b9b5a1e-69ea-4475-a341-cabcdfe984dc,178142.0,172351.0
Winner,Round 1,3c36063a-32f5-4a74-ba9b-75733d138893,171242.0,180367.0
Winner,Round 1,3cc41743-a200-4903-8f09-851bd91fcf35,180256.0,171729.0
Winner,Round 1,3d2aa1ac-5064-4c18-a219-6292725bea2f,178587.0,181581.0
Winner,Round 1,3da11dd2-abae-4923-a689-c66e427af5b7,177485.0,171707.0
Winner,Round 1,3fa6cb6f-4f12-4fd9-810b-8f965dececb3,181067.0,175111.0
Winner,Round 1,3fd13409-63ae-4d5f-a66e-f262191e34da,181389.0,172079.0
Winner,Round 1,4003c6c2-4891-4f5a-bc84-f837d6498671,180212.0,182210.0
Winner,Round 1,404045f3-2872-4c43-a607-67076f590877,181432.0,182201.0
Winner,Round 1,40f4ea95-3a66-4d73-9730-86d92a14d814,181289.0,
Winner,Round 1,41d0fd7c-21be-42fc-9738-80d9b6ae7eea,181896.0,174897.0
Winner,Round 1,421763c5-6e56-4d2d-903e-6ec131020700,180189.0,175565.0
Winner,Round 1,421e15d9-5bc7-419a-a344-d9388f6dcc46,170624.0,171990.0
Winner,Round 1,4259b00b-4404-4a46-b567-914fc1b8e910,176082.0,169690.0
Winner,Round 1,42d45713-1cba-4d54-99c4-4ad3eb1733f2,181694.0,182308.0
Winner,Round 1,43dd7e59-7b86-4edf-bdb1-bc8d3d8accbb,177906.0,169633.0
Winner,Round 1,44589bf3-11fa-462b-91a0-de6a1e76d868,172430.0,181046.0
Winner,Round 1,4459f081-1190-4eb9-8e46-050cb4a5b801,171021.0,170790.0
Winner,Round 1,45158951-cd2d-4431-86d3-a03f6561eb87,170627.0,181314.0
Winner,Round 1,45b96ce9-3a46-48cc-a431-e69d1c6e982e,181911.0,182145.0
Winner,Round 1,45d9dd35-a155-4f0d-a75c-d2680e6cb4ad,169948.0,171966.0
Winner,Round 1,46132184-1ce4-42aa-96f5-95dbc3529c3c,181334.0,177781.0
Winner,Round 1,461e47d6-5219-4b63-9095-c6cabd76093f,175444.0,169886.0
Winner,Round 1,46a69790-bfea-4902-b5f9-c54f2da38bed,178609.0,174896.0
Winner,Round 1,471e2a51-e9f0-4d24-90ae-f296e8de2929,175217.0,181566.0
Winner,Round 1,472e9ed9-a762-4ffc-8307-f795baf7ff48,171382.0,174846.0
Winner,Round 1,47cda871-25b9-4d78-bef0-e58eda0c0f98,181373.0,171235.0
Winner,Round 1,47ee974b-da03-48ff-9623-b79710928441,179294.0,182271.0
Winner,Round 1,486a4eb2-53aa-43ca-ba04-7c94b2eda748,182221.0,173039.0
Winner,Round 1,48bf2aac-cd9c-4ed5-8056-1fe0fddc6563,178189.0,171745.0
Winner,Round 1,4a4d5771-b2c6-472f-b08e-47fb452471ce,181471.0,175885.0
Winner,Round 1,4ad8c90d-37df-41a2-bb91-2b3ef59bdfd8,182138.0,175556.0
Winner,Round 1,4b2dd39e-583c-4315-b064-096fb1d6fb8e,179504.0,177436.0
Winner,Round 1,4d87f175-105b-4936-8886-f0d69fd84528,181463.0,181049.0
Winner,Round 1,4e056c37-063a-497a-b5b8-2d5cf2bb7a73,180926.0,173219.0
Winner,Round 1,4ed7e2f4-70c8-4858-a0ac-8892f620519d,181482.0,181097.0
Winner,Round 1,50154512-eee6-448a-a1be-d7bad2841f39,177775.0,175191.0
Winner,Round 1,50e10caa-66c1-48eb-97ca-0b4f96ef820e,180581.0,
Winner,Round 1,5243cf11-fe4e-4141-b4f0-edc2262e8d52,180455.0,172986.0
Winner,Round 1,52632c41-5175-42d3-91c4-024d1b2a3604,179798.0,182297.0
Winner,Round 1,52d1ce43-36d6-4941-903c-7e2f9fc25c08,178362.0,171977.0
Winner,Round 1,530aa968-e29f-4efb-ab36-7fed67ea535e,177903.0,181629.0
Winner,Round 1,5327bf3f-94cf-4a35-9ece-5f9d097c4f0f,174848.0,175196.0
Winner,Round 1,5402351d-18ea-4d81-9cd9-090a68816f0d,181916.0,178611.0
Winner,Round 1,548c044a-3513-495e-862e-70715b24d174,182396.0,
Winner,Round 1,54fa5972-05c8-44a7-9046-9b9042f4fb5a,170840.0,
Winner,Round 1,552f4c7b-2eae-41bf-b344-bc58e46b9c08,182068.0,181500.0
Winner,Round 1,56d1e467-d824-4f8c-8ed3-436fb65112b6,178217.0,178365.0
Winner,Round 1,56d7927a-b0cd-4361-b74c-84d587e84609,181376.0,171474.0
Winner,Round 1,57439b89-98cf-4e22-b3e7-fa98a61431e2,180362.0,173217.0
Winner,Round 1,5802c8a6-9b7c-4262-8d5c-6f00fa1d44ee,174237.0,175190.0
Winner,Round 1,58598d9a-5f4e-40dc-9a0a-f686e3ada859,178316.0,181109.0
Winner,Round 1,58761b5a-03cd-4a2d-ba7d-e00848d02028,169595.0,180278.0
Winner,Round 1,58fe0881-599b-4141-ab93-9381ae10190c,179986.0,182204.0
Winner,Round 1,593e4289-ef19-4e27-8b5a-9f769b2f9dc4,182243.0,171735.0
Winner,Round 1,5a00355e-eb08-4afc-af9e-274f184bdce4,180188.0,
Winner,Round 1,5a2c2c15-dfa2-4513-8a9b-c583ae222965,182413.0,
Winner,Round 1,5ad95d7a-b73c-4790-94f9-f9d763bab146,173150.0,175135.0
Winner,Round 1,5b3f9d9d-d303-4d39-ab3b-b9eaaf019df8,178211.0,181296.0
Winner,Round 1,5c47cf2d-5bf1-4ec5-be54-bde0b28204af,176895.0,181636.0
Winner,Round 1,5c8da2d2-15ef-4056-a081-8601f8200b24,181238.0,
Winner,Round 1,5cad3b81-e3e3-4f52-ae44-9e32c8c84d32,172560.0,177909.0
Winner,Round 1,5cd9ba0c-fb0e-4931-b219-5d0a7440d39e,181481.0,182277.0
Winner,Round 1,5e76d5f8-f899-4d79-bd02-771a44083f62,178199.0,
Winner,Round 1,5fd61bc9-dcb6-44ff-a45d-ff577c436e0c,181437.0,182247.0
Winner,Round 1,5fdbb7ba-8988-462c-86b6-1051a857ce65,181889.0,181622.0
Winner,Round 1,601791f8-21a2-4d96-9e72-88514794f292,175212.0,178428.0
Winner,Round 1,61abe3a3-29b2-43c8-9fe4-fb2747ac9439,171967.0,
Winner,Round 1,620ec3f5-182f-4624-a5a4-81edcf888d15,181267.0,
Winner,Round 1,62526700-a24e-45a9-b600-1f15f19869f8,172080.0,175108.0
Winner,Round 1,62804057-a8ca-4b3c-ab79-74e11960f22b,174394.0,172992.0
Winner,Round 1,63f69398-0b35-4639-b6ee-9ee230c84fca,178941.0,169613.0
Winner,Round 1,651b84c4-5893-469b-9933-6f5405178ced,180219.0,175131.0
Winner,Round 1,6591c3d1-c2dc-4395-b6fb-aee935b29cd7,170338.0,171971.0
Winner,Round 1,65eca73c-66c3-448d-977b-9632b2e92e4e,171837.0,171368.0
Winner,Round 1,66193f72-8c9d-4ef5-8df3-4edb30b289e1,171367.0,180125.0
Winner,Round 1,665d0688-0f2f-478b-bab5-bd94dd8ecb6a,181210.0,
Winner,Round 1,677dba2e-119d-4529-92f5-5016b2f84e74,181380.0,180548.0
Winner,Round 1,67eda416-95c5-4b93-971c-0979e2d79f58,170756.0,182235.0
Winner,Round 1,6883d195-6554-4158-ae92-f4df7f31bdf1,171246.0,
Winner,Round 1,68a9f440-6196-4d02-9b32-1266d05351cb,181400.0,178366.0
Winner,Round 1,68e3c970-b11f-4eff-8f7c-195e56890a0d,171247.0,181054.0
Winner,Round 1,69049050-5368-467b-9af3-0fac480d30a7,180224.0,171968.0
Winner,Round 1,696c48ac-9fd9-4258-b716-5c164fa160ce,171927.0,174721.0
Winner,Round 1,697af72d-078c-476a-8075-72c8dd98922e,171187.0,171923.0
Winner,Round 1,69feee17-6700-44a5-ba73-e708d7fc25e8,176167.0,170344.0
Winner,Round 1,6b08a610-cab6-424a-aee9-fda353590f15,182359.0,172527.0
Winner,Round 1,6b36e9eb-8142-4138-b129-5b85635d5e07,180590.0,180280.0
Winner,Round 1,6bce0d9e-9750-44a2-9cea-50628027d332,171760.0,180813.0
Winner,Round 1,6bdecb9e-ba0e-49ed-afa2-88c4d02829e5,181107.0,180250.0
Winner,Round 1,6c52d3c8-19dc-4359-adce-a710acee1034,174718.0,181129.0
Winner,Round 1,6d16e972-e8ac-46e0-bd64-70335c17e061,171466.0,181103.0
Winner,Round 1,6e1fb8f8-9833-48c6-9ba5-192d95c86d7d,182412.0,178132.0
Winner,Round 1,6e589dc9-38ea-4da7-a672-5d2a76b602fd,181410.0,177433.0
Winner,Round 1,6ef7d424-8279-4797-ab75-b9a504695e71,179523.0,182290.0
Winner,Round 1,6f9ec24d-2a02-4616-9f7c-af9f60c1c3b0,179929.0,176894.0
Winner,Round 1,6ff5bffc-b199-4909-b422-3fd6f905cece,180319.0,169616.0
Winner,Round 1,7092ffee-28b0-495c-abd8-e78f1bf03a53,181098.0,180359.0
Winner,Round 1,7158a756-8c54-482a-945f-879ac7d23b5f,181078.0,171734.0
Winner,Round 1,717eea01-7b8c-4ef0-a568-b31495bc3124,181874.0,180026.0
Winner,Round 1,71913e98-1a19-4ff1-875c-14c484dc6d5e,180444.0,170796.0
Winner,Round 1,719bf4ec-a018-47f5-b1de-29e754eba9b2,180576.0,
Winner,Round 1,7287f3ff-557a-489d-8c64-391f05350303,171383.0,175155.0
Winner,Round 1,738c187e-f414-497d-8518-c8bed7b17823,171722.0,176168.0
Winner,Round 1,741112d3-c2bc-47cc-8eb8-2ac4104d78d5,182140.0,
Winner,Round 1,7432767e-87a8-42fd-b13a-e9c2df0662e5,172989.0,172604.0
Winner,Round 1,749e3f7a-2596-45d6-a58b-b957409b9fbf,178140.0,169950.0
Winner,Round 1,74b13943-6f4a-4605-8048-58a72254551c,181484.0,182108.0
Winner,Round 1,7545a0ea-8b68-499a-8422-4e52e7544860,170101.0,173154.0
Winner,Round 1,75566601-ef08-44b3-bf51-7d7462305a91,170755.0,178102.0
Winner,Round 1,75d8c150-c1cb-45f2-9663-11a0b052890a,173575.0,
Winner,Round 1,75da7121-aff1-4fd6-ae55-1a6e7c9f79cc,179515.0,171312.0
Winner,Round 1,7652eece-5a38-4d87-bf84-e4322d12935b,171914.0,
Winner,Round 1,774913b0-01b5-4092-bb83-37ebc952930b,180222.0,181307.0
Winner,Round 1,77b33278-d3bf-432b-8dc5-a10da5513fc7,181462.0,171237.0
Winner,Round 1,78075811-7f45-4942-8e28-2a0f90f6aec5,171294.0,182324.0
Winner,Round 1,78d68360-b5e9-49b6-9bb7-80f30e59ac07,170625.0,182387.0
Winner,Round 1,78daf9e3-0c75-4397-826b-6922d0598d3b,173216.0,182236.0
Winner,Round 1,79774218-7314-4c25-a60d-b6b72067fe2a,180172.0,
Winner,Round 1,797daed7-42bb-4299-b8f2-9c7ed2a2a7bf,175468.0,182313.0
Winner,Round 1,79f80190-c3a1-4990-9d2e-101df1d65d92,180286.0,
Winner,Round 1,7a59216f-045a-4d23-8a3f-a88ad315c199,171421.0,178610.0
Winner,Round 1,7b40b4a0-5dfe-489a-93eb-2eed86bd9957,182437.0,175110.0
Winner,Round 1,7b67629a-cff1-4bdd-bbfb-95d929b5b862,172616.0,175100.0
Winner,Round 1,7bf637d1-18bf-48bd-9c2f-c2a71b9c2068,172347.0,170758.0
Winner,Round 1,7c491c5b-68b7-4f37-9176-124828e3e725,170788.0,181497.0
Winner,Round 1,7c6908ea-1623-4f48-bf5f-a01ef7c0e844,171314.0,177782.0
Winner,Round 1,7c9e4e13-69ed-4da2-ba5e-108fffd6b0fa,173041.0,180966.0
Winner,Round 1,7ccd2643-fc01-4e3f-bed0-70d4015fc3d8,172997.0,170263.0
Winner,Round 1,7d00eefc-303b-4683-b6c2-9d2849bed626,181975.0,182127.0
Winner,Round 1,7d7ea4bc-e4e6-49d7-b8be-9cbd22ea4fd2,180221.0,175463.0
Winner,Round 1,7d7eac03-07d0-4ae8-9dd7-837bbf6a6756,172274.0,181652.0
Winner,Round 1,7e3cfb22-18fb-44a5-b80d-b8d0b34a1126,180261.0,174973.0
Winner,Round 1,7ea4e562-b5b6-4a2f-8814-7ead9c01ad5f,182285.0,179545.0
Winner,Round 1,7f820b70-b772-4e8b-85b7-5c29387bc3ef,177426.0,181651.0
Winner,Round 1,7fbb71e7-dbfd-4b18-a589-9fb8e4042dcd,171965.0,172277.0
Winner,Round 1,808f19aa-7ed9-4616-8174-9168f22dd7d4,180360.0,181092.0
Winner,Round 1,8103a340-1dfd-4cb3-9272-2a37251070b0,172348.0,174240.0
Winner,Round 1,813b0070-8127-4abf-9be1-6e23299cbe76,182231.0,180270.0
Winner,Round 1,8153ccd7-fdc3-4276-8406-f8c8d0240db3,171357.0,179829.0
Winner,Round 1,81c1f06e-beca-4572-bd72-8a764096b248,182255.0,180363.0
Winner,Round 1,821263eb-6a7a-4cb9-9e77-81561db7a41d,169676.0,179816.0
Winner,Round 1,826a6516-5f38-42a0-923a-5cd04d875216,170436.0,181594.0
Winner,Round 1,828faabf-d572-4673-88b6-04a51dfe648f,175420.0,172583.0
Winner,Round 1,82af8e1d-5aa9-48b5-be55-01f5e5d74ae7,181461.0,178144.0
Winner,Round 1,8385907f-21aa-454f-b818-bac9ebd0224a,179638.0,179313.0
Winner,Round 1,83b5682d-bdb4-43d0-9820-c7d112df4c55,172730.0,178613.0
Winner,Round 1,83fd898c-c82d-4a6f-9258-9bd61f30214b,180350.0,182085.0
Winner,Round 1,85831473-2eac-4b35-a1f8-98b52c4716d9,182141.0,175132.0
Winner,Round 1,85914b8d-5e47-45dd-bcfb-2f0705561f32,178976.0,
Winner,Round 1,859f09e0-95c4-4291-babe-d1a7170659ce,177584.0,180053.0
Winner,Round 1,85f5150e-8779-4c67-9779-c2a6c6058874,172729.0,
Winner,Round 1,862dc1ad-baf0-4b66-ac34-9fc18ea5c4b8,169590.0,180267.0
Winner,Round 1,87bf1254-a899-424b-a60a-3a6ee1b01a5e,173215.0,170541.0
Winner,Round 1,883b0bcc-392d-496a-8dc8-8e0c61ca117c,177933.0,
Winner,Round 1,89062a77-9417-46b0-a4dc-38ad6c9d5ff2,171710.0,171993.0
Winner,Round 1,890af61d-e1e2-495b-9e5f-2a199991ceea,172921.0,
Winner,Round 1,8984a05d-da00-4ed8-9c0a-23ba506350d2,178317.0,174847.0
Winner,Round 1,8a7fd252-0cd2-4a39-9b4f-0aad544ac49d,176893.0,175710.0
Winner,Round 1,8ac49142-603b-40d9-aaac-d6403943b350,171366.0,178619.0
Winner,Round 1,8aec9bda-d328-4db1-bd7e-3d5cc42b15a6,174969.0,173040.0
Winner,Round 1,8b9887ed-03b6-4a6d-b2ee-0c5b8810881a,170795.0,177351.0
Winner,Round 1,8cc7173a-aef8-41da-94b9-2d9506165a30,171659.0,171752.0
Winner,Round 1,8d183988-8cb5-4630-8d66-a88c503ebefa,181460.0,178103.0
Winner,Round 1,8e04e923-aedd-42ea-a225-3ab482bb1a0f,179371.0,175143.0
