Round Name,Battle ID,Team 1 ID,Team 2 ID
round4,0166949e-cb5b-4d2c-b5d6-27dd8296d4db,180224,182194
round4,026b047d-ee89-4551-a03f-a5841a56aa19,174794,181504
round4,0300ffa5-e8e1-49b0-b308-3e1cce7b5aff,170627,179501
round4,08c7655b-5977-4213-8436-7d210ba13805,179904,181446
round4,0a8f6beb-1f10-4414-b68a-a4816e66cef0,174699,182462
round4,0d358217-4ccb-4189-b990-3c946ebfbfda,182207,179929
round4,15f8171a-3f3d-4192-abcf-8b585806d474,182221,176895
round4,162a3feb-2512-4a35-9d3b-374715906692,172289,171925
round4,17248665-c47a-4163-a570-21f52c3d842b,181246,181296
round4,19504020-febf-48fa-8da1-34edad85d008,181410,173153
round4,1ce77cbc-b098-4422-a4aa-34a8108af09a,181440,171361
round4,20f08e4c-2e06-4f25-abbf-0cc73b0f068b,181503,171536
round4,218e5ede-22ad-4c41-8f55-ba3a96b177f7,178217,170419
round4,284d9357-d9df-4631-8d54-c8aaeb566c56,171659,172160
round4,28d63409-777b-4bdf-9a8c-35e32d205d2f,176893,170755
round4,28f4ee42-2942-438c-a3ad-9964103c9723,171917,181256
round4,2a2be1a1-34ad-40f2-8167-8ecce7e9bf19,177362,180866
round4,2a999b17-669a-4896-b9d8-281e8611a4a4,182412,171381
round4,2ab30c72-3f27-48b7-8504-00f9f5b1a983,180437,181453
round4,2ad18ece-ac99-49f7-8caf-4d1d06d15fc5,169663,175490
round4,2def9c2b-8661-48c0-9bf8-3d191079609f,182329,174724
round4,2ecd7deb-294b-4034-b5b5-82e236e7654c,172810,175131
round4,2f6eea72-cd81-45b3-926a-c4cc266471e1,180444,169946
round4,310da242-d65f-41c4-8697-7e143ca52096,181235,179622
round4,345bcad8-e140-432d-81bf-b6980ea756a4,182234,182463
round4,35660b2b-dfb4-4a08-ae1a-901bbb15cc4b,170785,172864
round4,3f10dbc6-0a64-48d5-85fe-7b1e9da8386a,181222,181373
round4,4175da0a-c839-47ce-b417-43072d8d5bcf,180223,180212
round4,43425792-dacc-41cd-bf3f-380446bcae8d,171964,174232
round4,43cb0c79-d67f-42cd-bcfd-105086f6dea9,171736,171962
