,Round Name,Battle ID,Team 1 ID,Team 2 ID,Team 1 Team Name,Team 1 front1 Gotchi Special ID,Team 1 front2 Gotchi Special ID,Team 1 front3 Gotchi Special ID,Team 1 front4 Gotchi Special ID,Team 1 front5 Gotchi Special ID,Team 1 back1 Gotchi Special ID,Team 1 back2 Gotchi Special ID,Team 1 back3 Gotchi Special ID,Team 1 back4 Gotchi Special ID,Team 1 back5 Gotchi Special ID,Team 1 leader Gotchi Special ID,Team 1 sub1 Gotchi Special ID,Team 1 sub2 Gotchi Special ID,Team 2 Team Name,Team 2 front1 Gotchi Special ID,Team 2 front2 Gotchi Special ID,Team 2 front3 Gotchi Special ID,Team 2 front4 Gotchi Special ID,Team 2 front5 Gotchi Special ID,Team 2 back1 Gotchi Special ID,Team 2 back2 Gotchi Special ID,Team 2 back3 Gotchi Special ID,Team 2 back4 Gotchi Special ID,Team 2 back5 Gotchi Special ID,Team 2 leader Gotchi Special ID,Team 2 sub1 Gotchi Special ID,Team 2 sub2 Gotchi Special ID
21,Round 2,1c5f8691-7759-4cb6-bda1-a1848b4a2dd1,177904,179294,OG,,1,,3,,1,,1,,1,1,,,Ringo's Starrs,,2,,3,,1,,4,,1,1,,
22,Round 2,1cb7326c-fe87-4b77-b120-d1020e834993,180796,169614,Portal Mages 4,5,,6,,1,,3,,3,,6,,,You Lose I Laugh,3,3,,3,3,,,6,,,6,,
23,Round 2,1e2f0578-c2ac-4b45-b974-a71690cf0629,171752,176082,Wagnoodles,,8,,5,,3,,3,,3,5,,,FrogForce,,,,,,5,3,7,6,3,5,,
24,Round 2,1e86c011-ea3f-4f1e-b1fd-a88c7e0ca3f9,180973,170624,Portal Mages 9,5,,4,,2,,6,,8,,5,,,GOTCHI-HAN2,7,7,6,1,2,,,,,,7,,
25,Round 2,1e94bc76-fe02-4847-9994-2c832fcf501a,181106,182278,GHSTHEAD's DESTROYERS,,,,,,1,5,5,6,7,1,,,Lider,,7,,6,,7,,7,,7,7,,
26,Round 2,1fe402ef-f0d4-4ede-bee8-3c7d149990b0,171277,171746,Ghost squad,,,7,,,8,2,,4,3,2,,,Wagmi's Rushers,,5,,5,,1,,1,,8,5,,
27,Round 2,21a4f93a-fe57-4396-a464-f2f66a747078,181213,180319,RUN09,4,,4,,4,,1,,8,,4,,,Pong Gang,,2,,2,,7,,1,,6,2,,
28,Round 2,220c6f5e-74ca-4d72-9a87-f0b0a671b895,178315,171421,welp,,,,,,5,5,3,7,1,5,,,Frenless Fuckers,4,4,,4,1,,,5,,,4,,
29,Round 2,23b4dc49-6c67-4575-9a41-73d619a9743f,172994,179817,Nine,5,,3,,3,,2,,7,,3,,,7th continent,,,1,,,6,1,,7,6,1,,
30,Round 2,24aca5cd-afe0-440e-86be-efe488b3a3ce,171753,181484,Cloclo and those claudette,,,4,,,6,3,,1,5,6,,,stye,2,,7,,2,,3,,3,,2,,
31,Round 2,25186a73-7e0b-4d22-9173-8ceac90eadc0,181858,176064,No Bluff,,,,,,7,7,4,6,7,4,,,Wagdaddy,,8,,8,,8,,8,,8,8,,
32,Round 2,25eefb25-7bf5-449b-96e1-bfa4d80a152c,181311,182260,Macaroon,,,6,,,1,6,,5,1,6,,,Trolo,,,4,,,6,8,,3,8,4,,
33,Round 2,26a1c454-269d-4b64-84ca-2a025fc692db,179371,181471,RUN04,,,2,,,7,7,,3,7,7,,,zip,3,,4,,5,,5,,3,,3,,
34,Round 2,273ab35a-cbf2-44a4-8ad8-7c97ad0add12,171925,171472,grake,,3,,2,,5,,8,,2,8,,,SONIKU,3,,1,,8,,6,,8,,3,,
35,Round 2,27fece6d-ac49-49a9-9932-6ea5ba1fdcd8,182194,182149,ninja,1,1,1,1,1,,,,,,1,,,Majinhos,,6,,4,,7,,7,,7,7,,
36,Round 2,28eb88bb-c5d8-43f8-ab58-ebdb87dd9ea6,174969,177906,Dely 3,,1,,6,,1,,5,,3,6,,,OG,,7,,7,,1,,1,,8,1,,
37,Round 2,299b8888-4566-455e-96ba-7604c6990696,169841,169591,DAO,,1,,4,,7,,3,,5,7,,,Aloe Vera,6,,4,,5,,1,,1,,4,,
38,Round 2,29aa008e-f129-43d4-8bf4-1d2cc17048c4,182119,181897,What's that spell?,,,,,,7,4,7,6,7,7,,,Lost,,,,,,1,2,1,4,1,4,,
39,Round 2,2aa17c46-08d7-4b89-9972-6a36c55fe76a,172989,170631,[HCF] Motley Crue,5,,2,,8,,6,,4,,6,,,GOTCHI-HAN8,3,3,4,5,2,,,,,,3,,
40,Round 2,2c397877-58b2-425a-9277-74185237c11b,172080,171222,Silents team,,4,,1,,6,,5,,6,6,,,Sandro 2,1,1,,3,4,,,6,,,1,,
41,Round 2,2f10bf1a-4c65-48d2-82be-837d354bf0a4,171773,171021,sGANG,,8,,3,,7,,6,,1,7,,,Super 2,,6,,7,,5,,1,,3,5,,
42,Round 2,30039b02-a793-4b5a-bd09-fa6f6d47fe18,181427,172280,porsche,,6,,3,,1,,5,,3,6,,,bolty,7,,7,,7,,7,,7,,7,,
43,Round 2,300b9f45-8afa-4e2d-be3e-3df255b7bc57,179929,182255,Kulalongis™ 2,,3,,3,,4,,6,,4,4,,,Tanketa,,,4,,,6,3,,7,3,4,,
44,Round 2,31eec757-de39-4dc2-b6a7-3b01a87a3809,178141,176168,Maui maulers,,,4,,,5,7,,3,1,5,,,FtB2,,5,,5,,3,,2,,6,5,,
45,Round 2,32106bfd-f4a2-49ed-b875-10ccc338833d,173220,182090,TT,,4,,4,,3,,6,,7,6,,,Lamborghini,,3,,7,,7,,5,,7,7,,
46,Round 2,32336acd-264f-4bd1-a0a6-418d0c1b9dc9,180955,181143,Portal Mages 8,3,,6,,2,,3,,6,,6,,,Portal Mages 15,1,,1,,1,,3,,3,,3,,
47,Round 2,329838af-929d-4af4-9d26-242d79046f78,181437,170337,madmax,8,4,8,8,8,,,,,,8,,,"Yes, and how many times must a man look up Before he can see the sky? And how many ears must one man have Before he can hear people cry? Yes, and how many deaths will it take 'til he knows That too many people have died?",6,,7,,7,,6,,5,,6,,
48,Round 2,340765ea-9519-4a59-9725-2880a9c0c1ea,181315,177775,Rasp,,6,,6,,3,,1,,7,6,,,aavegotch1-normie-4,,5,,1,,5,,1,,1,5,,
49,Round 2,355aaaeb-ffc1-414c-8df3-86966df3cf31,178210,170794,Ku-Ku Jodel,,,6,,,5,7,,7,5,6,,,BB8,,,1,,,3,3,,3,3,1,,
50,Round 2,3814076c-35a7-46a0-bed5-a3c64a3173ab,178264,174970,The worst troll team you'll ever gonna meet,,,,,,8,8,8,8,6,8,,,Dely 4,8,,8,,8,,4,,4,,4,,
51,Round 2,3959a958-2703-4124-9712-777ee92e0298,180926,171311,Portal Mages 7,,3,,4,,5,,3,,3,5,,,TeamGG,,,4,,,2,3,,1,8,2,,
52,Round 2,3b62030d-327a-4e40-b257-93bc9d440fe2,180360,171471,rosebud,4,,8,,6,,6,,5,,6,,,JOY,,5,,8,,5,,1,,7,5,,
53,Round 2,3dbe5f3a-ed7b-4199-a5ff-1dce1700f323,170755,171367,moist,3,,4,,1,,5,,7,,3,,,Choyna's Chaamps,,2,,5,,8,,6,,3,2,,
54,Round 2,3dd370c5-4c26-4403-a7b2-ac953e5d5e1d,179622,179545,Team Zen,,,,,,2,8,2,7,3,2,,,Mochi Nut,3,,8,,3,,5,,2,,3,,
55,Round 2,40667c9d-bc4d-4a61-af1a-63624aba7acb,176060,169948,Wagmi's Revenge,,7,,6,,7,,7,,7,7,,,troop 101,6,5,1,1,8,,,,,,6,,
56,Round 2,425bad47-1340-4715-a050-ae04b383993c,181579,172350,TANK ME LATER,,2,,5,,4,,6,,4,6,,,StreamSpecter Squad,,1,,7,,5,,1,,7,5,,
57,Round 2,42cbf65b-3b7f-4db9-a7a2-bd797d2b26f5,181156,169592,Snowfro,2,,6,,2,,7,,7,,6,,,30kV ARC,,7,,4,,7,,7,,7,7,,
58,Round 2,435e6248-26ab-4ef4-a5ec-501052a81028,169676,171919,The Chosen Ones,1,,8,,1,,7,,7,,7,,,Tommy Gotchi 6.0,,,2,,,7,2,,2,3,7,,
59,Round 2,44cff31c-6c9c-424a-b602-ea957012a000,180350,178123,Fuckin trolls,,8,,5,,3,,1,,6,5,,,Sales.team,,5,,5,,2,,7,,6,7,,
60,Round 2,4563be2d-8e22-4313-bc6b-0997380c6543,179461,181474,Alcoholics,5,,6,,7,,7,,3,,7,,,quark,,,4,,,7,4,,3,1,4,,
61,Round 2,4a6cbf87-2c1f-4e2a-951a-b65e4b822d02,181397,180218,Buffalo DeGotchi 4,3,,6,,4,,2,,5,,6,,,Plus One,,2,,7,,7,,4,,1,2,,
62,Round 2,4abe57a7-1417-4247-9641-56fe4e04b5ef,170419,178360,Realmies,6,,2,,5,,1,,4,,6,,,Hold the line,2,5,,6,2,,,1,,,6,,
63,Round 2,4c897caf-6282-4777-abad-f6ca2736c498,178163,180217,CG1,,,4,,,3,7,,7,3,3,,,Front rot,,4,,4,,7,,5,,1,4,,
64,Round 2,4dbf319a-0c12-4cfa-9802-09b2c40be677,171381,171480,Deadsquad,8,,3,,8,,6,,3,,8,,,Supreme B Team,,4,,2,,3,,6,,6,4,,
65,Round 2,4de7cadb-facd-4376-99e3-af36d787e6df,171837,182141,Breaker,,4,,2,,5,,6,,3,5,,,Chamallow 2,,,6,,,6,1,,1,7,6,,
66,Round 2,4e1f469c-1670-457b-8016-7e712318fd1b,181432,171241,cloud,2,,6,,2,,3,,5,,6,,,sltcv,,,4,,,7,3,,5,8,5,,
67,Round 2,4f07f574-b60f-41dd-96d4-c49de2952139,175422,181465,Eternity,8,,4,,4,,8,,8,,8,,,rip,,3,,2,,1,,1,,3,3,,
68,Round 2,4f267bba-ab53-48f5-bbea-bc36c6d6927f,174032,172811,Heroes and Heretics,6,,5,,5,,7,,7,,5,,,22222222222222222,4,8,5,6,3,,,,,,4,,
69,Round 2,4f27a8fd-ee8a-42b8-8075-0efc59a0ca72,180315,182204,Bazinga,,,,,,6,3,7,2,4,4,,,MinionsOP,4,,4,,5,,3,,8,,5,,
70,Round 2,51fd36e2-a735-456a-a0ae-0942beae6e31,178359,181201,(  ͡° ͜ʖ ͡° ),2,,4,,2,,5,,6,,4,,,RUN08,,8,,8,,6,,6,,1,6,,
71,Round 2,52a1e677-a2c3-457c-baec-b97dfbfb8cf7,171915,176196,Tommy Gotchi 2.0,,2,,2,,3,,3,,6,3,,,Random,,4,,6,,5,,2,,3,5,,
72,Round 2,5403581c-d345-4eb9-abf3-5f9d5175082a,170800,171682,King Frenlys Frens,1,,4,,1,,7,,6,,4,,,Waglala,,6,,6,,1,,4,,1,6,,
73,Round 2,542b8796-78ac-4600-87cf-63354f516824,180193,180250,Cleavant,,,4,,,3,3,,3,3,3,,,Jaason,,4,,4,,3,,3,,1,4,,
74,Round 2,54bc2889-5d07-49d1-a9b3-c9321f469f20,180590,172993,ZZZZ,,1,,4,,7,,8,,7,7,,,[HCF] waste of space,2,,5,,2,,4,,5,,2,,
75,Round 2,559ca383-6214-4d77-9dee-2b7fa0f1741c,171229,171221,Sandro 9,,2,,2,,1,,1,,1,1,,,Sandro 1,1,1,,1,1,,,6,,,1,,
76,Round 2,56498afc-124c-4786-9ead-f5d20cd465f0,178609,181719,NGMI,8,1,,1,7,,,6,,,6,,,dake,,7,,7,,5,,7,,7,5,,
77,Round 2,5772e918-a690-4847-9120-b6cd763a54b1,178202,181975,Fette Bullette,,,4,,,5,1,,6,3,5,,,SlickD,,5,,6,,6,,7,,7,5,,
78,Round 2,57ac2eb5-2c53-4e7e-aa99-2bdee8ebb2dd,180272,175111,Portal Mages,,6,,7,,7,,6,,7,6,,,EVG,,5,,7,,5,,7,,3,5,,
79,Round 2,586b9712-112c-4981-a67d-faa5d0d86170,180179,180443,TeamTeamTeam,,8,,8,,5,,6,,3,5,,,Togotchi,,8,,2,,1,,6,,5,6,,
80,Round 2,59b8a0bb-9511-4256-8624-09a2df87e99c,173150,170625,Supreme Pablo's,,4,,5,,5,,6,,3,6,,,GOTCHI-HAN3,1,5,6,6,7,,,,,,1,,
81,Round 2,5a4c1430-82d5-4d94-b04e-4a265e6a4bb1,177335,178882,EVG,6,,6,,2,,7,,5,,6,,,Moneyz,7,,4,,3,,6,,1,,3,,
82,Round 2,5beadffe-0558-4607-af57-98b81c1dc8a2,178199,177485,Gurkensalat,4,2,4,7,1,,,,,,4,,,Bảo Luân,5,5,,1,3,,,4,,,5,,
83,Round 2,5c1e87f7-4731-495f-b518-dca8637ba357,181613,170336,samie 02,,2,,2,,5,,1,,6,5,,,fiv,,,3,,,3,1,,8,6,3,,
84,Round 2,5d94768b-e583-4de8-aeda-f2b2e46f9f4c,182407,176854,gambino v2,,,,,,3,8,5,7,6,5,,,Chopiou Gang,,5,,7,,1,,7,,1,7,,
85,Round 2,64af8ea0-0a40-4a90-8a14-c68ec26a3379,181895,180221,Trolaso,,,4,,,8,8,,8,6,8,,,Good Guy,,5,,2,,1,,1,,1,5,,
86,Round 2,66d5a067-4d17-4a86-838c-c51d626f228e,182125,181005,Shade Cursey,,,4,,,3,1,,5,7,5,,,(ง ͡ʘ ͜ʖ ͡ʘ)ง,,2,,4,,3,,8,,7,4,,
87,Round 2,67189d5d-dac4-4186-830b-3157bddab5ae,180703,172277,Portal Mages 2,5,,6,,7,,5,,7,,6,,,BigUltters,,,2,,,5,2,,6,7,5,,
88,Round 2,6a4154b2-aaa5-40e9-a1ec-9f1ea2923b77,178976,178247,RUN01,,,2,,,7,7,,7,7,7,,,This cannot work,,,,,,3,3,3,3,6,3,,
89,Round 2,6ac33c21-3bcb-4726-97c4-1dafb2164352,172997,171361,the top78 team ~ ethfinance'd,5,,4,,5,,6,,1,,5,,,MagicTragic,,8,,4,,5,,1,,1,5,,
90,Round 2,6c02926c-2153-48d7-a851-53394a9f963f,177770,182206,aavegotch1,2,,6,,6,,3,,1,,6,,,Ogi 4,3,1,5,2,3,,,,,,3,,
91,Round 2,6d3c795b-59bd-45dc-98fd-b0b326f8dd53,178608,179904,Kuwl's Ghouls,,6,,6,,7,,4,,5,6,,,Kulalongis™ Trolls,,8,,8,,8,,8,,8,8,,
92,Round 2,6e54aaa2-3539-4ca6-b9f3-43fbe4c79799,171962,176893,Aavegotchi team 1,2,4,6,1,6,,,,,,6,,,Gotchi Battler ZZZ,,5,,7,,6,,1,,2,1,,
93,Round 2,6fee0b44-89f7-4815-a369-385e80bec742,178316,172303,( ͡ಠ ʖ̯ ͡ಠ),6,,4,,1,,8,,1,,4,,,boo,,5,,5,,5,,5,,5,5,,
94,Round 2,704082c0-618d-4dfd-a40a-c71c36f21f7b,182132,180220,Not Sure,,4,,7,,7,,1,,1,7,,,Vitamin C,,3,,6,,5,,7,,5,5,,
95,Round 2,726965ee-b56d-4e42-a898-b5efaf8589fc,182432,173216,Ogi c,,5,,8,,8,,1,,1,5,,,LM1,3,5,1,5,5,,,,,,3,,
96,Round 2,7280ecd4-1686-4e3f-a989-2b5c90d88e82,179504,174237,SparkleLy,5,7,,4,1,,,3,,,5,,,GFA 6,3,,1,,2,,3,,7,,2,,
97,Round 2,74f24147-3258-4ee4-a2db-73ddddf4cdd7,174954,179523,exe,,3,,3,,1,,5,,7,3,,,Glitter,8,,7,,5,,2,,1,,8,,
98,Round 2,75564d44-33c1-4e86-ba2f-10046364498e,182360,182461,Chain Lightning,,,,,,7,4,6,7,7,7,,,Ogi cc,5,3,,7,3,,,8,,,3,,
99,Round 2,75565d41-057e-41b4-a06b-c9c1e95eb636,181334,170785,nephews,,4,,4,,5,,6,,1,4,,,BB2,,,1,,,7,7,,4,7,7,,
100,Round 2,7576ebc1-84ea-4fa0-8387-a12ade6e4d75,181289,179803,holiday,2,,6,,2,,6,,3,,6,,,3rd strike,,,3,,,6,1,,8,2,6,,
101,Round 2,7594f492-3a4a-4b6c-bfbf-edd4cedebc17,181832,171923,Tarteiras,,6,,4,,7,,1,,3,6,,,Vici 3,,6,,1,,2,,4,,5,6,,
102,Round 2,76166518-e3af-4052-a726-11e839c1f08c,170073,181514,PictureMeTrollin',8,,6,,8,,8,,8,,8,,,CryptoGreen8,,4,,2,,6,,7,,5,6,,
103,Round 2,76a93f61-cb0a-4b79-9cc3-6ea83a31048d,178982,178217,RUN03,6,,2,,2,,6,,1,,6,,,Du wirst rasiert,,6,,2,,1,,5,,7,6,,
104,Round 2,77059c79-326b-4573-957b-e31620d21ac0,170544,181481,Rage Quitters,,7,,8,,8,,6,,8,8,,,lower,,,7,,,7,7,,7,6,7,,
105,Round 2,772bd51a-9d2f-421c-85b1-6dfdf851bdee,181439,181504,none,,,4,,,4,6,,5,5,4,,,CryptoGreen6,,2,,1,,5,,7,,6,5,,
106,Round 2,782ddd39-66a9-47e3-955f-c3a1c2b97b3d,170784,181043,BB,,,1,,,7,4,,7,7,7,,,OOO AHH,5,,3,,7,,5,,1,,5,,
107,Round 2,78d41d2a-24a0-43d1-82c7-2865d9418013,169763,181249,Marins d'eau douce,,8,,8,,7,,7,,7,7,,,Portal Mages 21,2,,4,,6,,1,,1,,6,,
108,Round 2,78ead287-e9b8-4015-8d35-636f37b14c85,181238,171695,Will Smith,2,,4,,2,,5,,6,,2,,,Wagnonos,,8,,8,,8,,8,,6,8,,
109,Round 2,7952836c-43dd-488f-836b-81f350af0e6e,181320,174972,godzilla,,6,,2,,6,,8,,5,6,,,Dely 6,,4,,4,,8,,3,,7,4,,
110,Round 2,7bd9da6e-5258-4e65-b88a-56a675268f95,177779,178144,aavegotch1-normie-8,,4,,5,,5,,5,,1,5,,,91,5,8,3,2,4,,,,,,5,,
111,Round 2,7d200ca7-85d2-4552-b50d-9de4fa79967e,169636,175217,Singer 2,,,4,,,5,5,,5,5,5,,,Miya B,1,,7,,2,,3,,6,,2,,
112,Round 2,7d240be8-769d-4184-be5f-1e74c86376c3,171536,169610,The Piss,6,,8,,7,,5,,3,,3,,,Day Tripping,,5,,2,,6,,1,,7,6,,
113,Round 2,7d328072-0cc9-4602-bc17-d652834220ea,181874,175427,NGMI Far,,,,,,3,5,2,4,7,3,,,Fantasy,,,4,,,6,3,,7,5,4,,
114,Round 2,7f33f020-bc7f-4618-9d3c-11643421229a,175420,171972,Aavesome,,,3,,,1,7,,4,1,4,,,Aavegotchi team 8,1,8,5,5,3,,,,,,5,,
115,Round 2,7f449e11-8de8-4a76-99a4-2f09a7b6d8a6,181170,175444,wha,,,7,,,7,7,,7,7,7,,,Najem,4,,2,,3,,1,,3,,1,,
116,Round 2,8127f364-eb96-4840-b3b0-54f5cb2a3a6e,182463,182458,samie 05,,5,,5,,7,,1,,6,5,,,samie 08,5,,6,,2,,1,,5,,6,,
117,Round 2,81e8681f-4ac9-462d-a9e5-8430d486d9ce,169625,181503,am I doing it right,,,2,,,6,7,,1,5,6,,,CryptoGreen5,1,,1,,4,,7,,6,,1,,
118,Round 2,8301323b-6d72-44cb-b985-37a36d5bb2f6,171246,171736,Doxys Doofuses,5,,4,,8,,1,,2,,5,,,Wagcrux,,5,,2,,1,,1,,7,5,,
119,Round 2,83cc96d9-e47e-4b05-95d7-80daa2ac3d0d,182358,180358,AAVENGERS,,7,,1,,8,,6,,3,6,,,FR4,3,,8,,1,,7,,5,,3,,
120,Round 2,841fc099-5c61-4256-8170-9b4d49a042dd,181460,175462,CryptoGreen1,,6,,6,,4,,1,,1,6,,,WebVR 2,,2,,1,,8,,2,,6,8,,
121,Round 2,84fe785b-3d29-43de-abb0-367f00b33258,177426,181890,bunbogionac,,6,,6,,7,,7,,7,6,,,The Staars,,4,,1,,8,,8,,8,8,,
122,Round 2,86aed90c-aaa3-430e-a89b-8275893cdddb,175212,175131,Miya A,5,,2,,6,,4,,4,,5,,,EVG,,5,,5,,7,,7,,7,7,,
123,Round 2,8884f3ba-b468-4747-a6ec-46ce0c63730c,182053,180444,RUN02,6,,2,,2,,6,,1,,6,,,Gotchima,,4,,8,,7,,6,,7,6,,
124,Round 2,8a347ee5-ea45-4d71-9ac5-e913f9402607,182431,170756,Wag City Baby,,6,,6,,6,,5,,5,6,,,juicy,3,,1,,7,,6,,5,,3,,
125,Round 2,8aae065f-0ba7-4715-9441-9bee1180f3fa,182221,182462,Ninjaku,,1,,4,,1,,3,,1,1,,,samie 06,2,,6,,2,,5,,4,,6,,
126,Round 2,8afb26c9-efdb-4d12-a2b9-85f3f5dd9db9,172921,170348,Hobbes Crew,,2,,3,,7,,6,,1,6,,,COOL TEAM,,4,,4,,7,,1,,5,7,,
127,Round 2,8b83a91f-b98a-4d7b-81b6-f6a8bf20de5e,181400,174847,signal,,3,,5,,6,,5,,6,6,,,RandomR,,,,,,1,4,3,7,5,3,,
128,Round 2,8bf40844-1230-49b2-b79c-ddc67d59a867,178415,182359,Flex in Flexible,6,,2,,6,,1,,5,,6,,,Fodechinchos,,3,,4,,5,,1,,7,5,,
129,Round 2,8cb89346-8b79-4bc7-8710-70cebe9f2f75,180866,181766,Portal Mages 5,1,,4,,2,,8,,6,,2,,,RUN14,3,5,5,8,5,,,,,,3,,
130,Round 2,8cd123f9-215c-4529-8d89-2002857b48c0,181896,174236,SlickA,,,4,,,3,7,,7,6,3,,,GFA 5,,2,,2,,7,,7,,7,2,,
131,Round 2,8cdd9e0d-ea08-444c-9fd5-6d043358816f,171967,177351,Slaxter,,7,,7,,3,,1,,7,7,,,EVG,6,,6,,2,,7,,5,,6,,
132,Round 2,8cfacedc-ce16-4f8d-b9c4-3f28fdb37468,171479,180362,Supreme A Team,,4,,2,,7,,3,,7,7,,,Mono en Kimono,8,,4,,4,,5,,5,,5,,
133,Round 2,8f8a62c0-925f-48e8-87ca-ed70268c6d67,181380,172351,tortuga,2,,6,,5,,3,,5,,6,,,mythorallegory,,,,,,3,3,5,1,8,3,,
134,Round 2,8fcf74a5-b223-4b9e-a0df-7549f2bec5c0,170258,174718,Alles Kaput,,,,,,5,5,1,3,5,5,,,GFA 10,,,,,,1,3,1,4,6,6,,
135,Round 2,956e02c6-95d0-4202-854b-695fc469443b,181376,171927,Buffalo DeGotchi 3,1,4,,4,5,,,6,,,6,,,Thor,3,,7,,4,,1,,5,,3,,
136,Round 2,967bae6f-d9b6-49a4-b70d-dc78b7415f8e,177902,171743,OG,,5,,5,,1,,1,,4,5,,,Wagpopulous,2,,5,,5,,8,,6,,2,,
137,Round 2,96c4f3f2-57d2-46a5-a0aa-0f29ff888b1a,181280,181497,Celebi,,6,,2,,6,,7,,3,6,,,nonce,,,,,,7,7,7,7,7,7,,
138,Round 2,97141d0e-0e49-4e04-be69-c9f39fac3bdc,170623,180222,GOTCHI-HAN1,7,7,2,7,2,,,,,,7,,,Rambo,,8,,6,,1,,4,,3,6,,
139,Round 2,9887d96c-727a-486e-90a7-57747fe9b7f1,170840,173154,Los Pollos Hermanos,,,1,,,6,4,,7,5,6,,,Creamy,4,,8,,3,,6,,5,,4,,
