,Round Name,Battle ID,Team 1 ID,Team 2 ID,Team 1 Team Name,Team 1 front1 Gotchi Special ID,Team 1 front2 Gotchi Special ID,Team 1 front3 Gotchi Special ID,Team 1 front4 Gotchi Special ID,Team 1 front5 Gotchi Special ID,Team 1 back1 Gotchi Special ID,Team 1 back2 Gotchi Special ID,Team 1 back3 Gotchi Special ID,Team 1 back4 Gotchi Special ID,Team 1 back5 Gotchi Special ID,Team 1 leader Gotchi Special ID,Team 1 sub1 Gotchi Special ID,Team 1 sub2 Gotchi Special ID,Team 2 Team Name,Team 2 front1 Gotchi Special ID,Team 2 front2 Gotchi Special ID,Team 2 front3 Gotchi Special ID,Team 2 front4 Gotchi Special ID,Team 2 front5 Gotchi Special ID,Team 2 back1 Gotchi Special ID,Team 2 back2 Gotchi Special ID,Team 2 back3 Gotchi Special ID,Team 2 back4 Gotchi Special ID,Team 2 back5 Gotchi Special ID,Team 2 leader Gotchi Special ID,Team 2 sub1 Gotchi Special ID,Team 2 sub2 Gotchi Special ID
52,Round 2,3d040d28-6587-4f88-adf7-aa83f915b979,171924,169592,Vici 4,7,,2,,1,,6,,5,,2,,,30kV ARC,,7,,4,,7,,7,,7,7,,
53,Round 2,3da16cb7-5675-4a51-8aa6-f2cd1963c81f,172315,176167,troll quickly,,1,,4,,8,,8,,8,8,,,Mystery of Chessboxing,,7,,1,,1,,3,,6,7,,
54,Round 2,3e80a396-c933-4125-b8d4-3b0a348fb07c,178619,180455,Aave Goat Cheese,3,,3,,3,,8,,8,,8,,,Gotchino,,4,,8,,7,,6,,5,6,,
55,Round 2,4075460c-215e-4f5d-8fe5-a2d1453598e7,170074,180903,Schnitzelbrigade 2,,4,,5,,7,,2,,1,7,,,Portal Mages 6,2,,4,,5,,1,,7,,4,,
56,Round 2,4122fed3-23e6-4741-9a84-9174799ad4f1,181263,177775,Portal Mages 30,8,,7,,8,,1,,1,,1,,,aavegotch1-normie-4,,5,,1,,5,,1,,1,5,,
57,Round 2,4258fcb0-3566-4917-b500-fa95868c13a1,180277,180795,AB9,,4,,8,,1,,7,,6,1,,,Kontak,1,,3,,7,,6,,4,,1,,
58,Round 2,4274e59d-65fa-4a7c-a159-e99d024edea4,177913,177909,OG,,5,,1,,7,,4,,1,5,,,OG,,5,,7,,5,,6,,3,5,,
59,Round 2,43ee2623-9a53-4c22-83df-7e027425140f,171659,171725,Wagtunga,8,,8,,8,,8,,6,,8,,,yoloooo4,5,5,5,6,4,,,,,,5,,
60,Round 2,4931da4a-4cdc-47e2-855c-142132b26fe7,175190,180224,GFA 14,,8,,8,,8,,2,,8,2,,,Gestia,,7,,3,,1,,5,,6,5,,
61,Round 2,493b4c0a-7fd4-4b51-ac3f-b74b44cf0c2b,171312,171926,Team.GG,,,2,,,3,8,,8,5,5,,,SRD,7,,1,,1,,3,,7,,3,,
62,Round 2,4a3dcdf8-5221-4050-8126-58299cb22132,171464,172997,KINOSI,,4,,3,,7,,6,,7,4,,,the top78 team ~ ethfinance'd,5,,4,,5,,6,,1,,5,,
63,Round 2,4c091a97-8749-4ecc-84f8-a70e6c66eaa1,177357,171695,EVG,6,,6,,2,,7,,5,,6,,,Wagnonos,,8,,8,,8,,8,,6,8,,
64,Round 2,4c192787-48f2-485e-bd8f-b79869319e40,174240,182206,GFA 9,,2,,4,,7,,5,,5,2,,,Ogi 4,3,1,5,2,3,,,,,,3,,
65,Round 2,4d8c3656-8783-485e-b244-e7db03cd2961,180966,181098,SlickX,,2,,2,,5,,5,,5,5,,,¯\(◉◡◔)/¯,4,3,3,3,6,,,,,,3,,
66,Round 2,4ecdf32b-6998-4b45-8fc0-150a1b14a2a6,175155,181230,Next Level,,1,,1,,7,,7,,7,7,,,Portal Mages 19,3,,2,,3,,5,,6,,2,,
67,Round 2,4eded3f6-f0ce-4640-8ed8-c73617186627,180988,182242,Portal Mages 10,7,,4,,7,,7,,7,,7,,,Ogi 12,1,,2,,6,,3,,6,,6,,
68,Round 2,52773bea-a92d-47b9-a9d1-c0e8141a7dc3,180275,170543,AB7,,7,,7,,7,,7,,7,7,,,beebo,7,3,2,8,3,,,,,,7,,
69,Round 2,527e7e54-6479-4148-949a-bdd7952e20c5,182199,170789,smork,1,4,2,6,8,,,,,,4,,,BB4,8,,8,,8,,4,,8,,8,,
70,Round 2,532b92f6-b922-4d11-9df7-f4f1dfa1aa57,180229,181874,What's Up,,2,,8,,3,,4,,3,2,,,NGMI Far,,,,,,3,5,2,4,7,3,,
71,Round 2,54fb726f-c92c-453b-aefa-4fb76de502a0,181483,169610,ms,,2,,3,,5,,5,,3,3,,,Day Tripping,,5,,2,,6,,1,,7,6,,
72,Round 2,558e17e0-c9f6-43f7-a4e0-c9e7dbfcc5c7,175541,181514,smash,8,8,8,8,8,,,,,,8,,,CryptoGreen8,,4,,2,,6,,7,,5,6,,
73,Round 2,55e7f8a8-23c1-4605-b9ba-2a45ee78fdf5,174721,182217,GFA 11,,,4,,,7,1,,8,2,2,,,Fenosas,,4,,4,,2,,6,,2,6,,
74,Round 2,57e63313-e58d-44ea-98b4-53d2dcead020,172564,180362,LIL GOATCHIS,5,,4,,8,,7,,8,,4,,,Mono en Kimono,8,,4,,4,,5,,5,,5,,
75,Round 2,58b55972-2d94-4255-aa5a-f861785b4ed0,181546,174722,CryptoGreen14,,,,,,7,8,4,5,8,5,,,GFA 12,,,2,,,8,3,,1,1,2,,
76,Round 2,599d42aa-bcd3-4899-96d8-7a0e807fc905,182120,175134,poor0,,,4,,,7,7,,7,6,7,,,EVG,,7,,3,,5,,1,,7,5,,
77,Round 2,59ad632a-c52a-4be3-b72a-37470380a4b9,170346,181201,VV,3,3,1,1,7,,,,,,3,,,RUN08,,8,,8,,6,,6,,1,6,,
78,Round 2,5ad4e900-ff35-427e-bf6f-24a51a75b64b,170796,174394,BB10,5,5,,5,6,,,3,,,5,,,HGUGSK,,,4,,,7,1,,1,5,7,,
79,Round 2,5b4a485c-c170-47be-96fa-cf6525322c9d,181629,181222,CryptoGreen21,,4,,8,,1,,7,,3,4,,,RUN10,,,2,,,7,7,,7,7,7,,
80,Round 2,5dedd3a4-c3a7-4598-ae53-ff72a7d3fef6,180274,176893,AB6,,5,,5,,5,,5,,8,5,,,Gotchi Battler ZZZ,,5,,7,,6,,1,,2,1,,
81,Round 2,5eecc317-0dcf-44ef-a364-49a3d6d054c9,170791,181102,BB6,,,,,,2,3,2,2,2,2,,,Portal Mages 12,1,,5,,8,,6,,1,,5,,
82,Round 2,5f19325f-0ae1-4e5d-a1a9-405c9d10bd30,172079,171383,Yeah Not Gonna Happen,,7,,7,,8,,7,,8,7,,,LOLOsquad,,2,,4,,5,,6,,1,5,,
83,Round 2,60e5441b-ded6-42b8-9264-901f7e8b4c3e,173819,182234,wasting 16ghst to prove a point,,2,,6,,5,,8,,3,6,,,Ogi 9,3,,6,,8,,5,,7,,5,,
84,Round 2,641c2f62-6369-4f9e-bd25-3a881cb67d63,181214,177777,Portal Mages 18,7,,4,,7,,7,,7,,7,,,aavegotch1-normie-6,,6,,3,,4,,3,,8,6,,
85,Round 2,64352b80-1c97-4dee-9aae-ba70276e8b84,169635,178140,clueless,,,1,,,7,6,,7,5,1,,,GGz,,5,,2,,3,,1,,3,5,,
86,Round 2,67499ce2-246d-4dcb-8e49-6722309a1c0d,179623,179817,TEAM ZZ,,,,,,7,8,6,5,1,7,,,7th continent,,,1,,,6,1,,7,6,1,,
87,Round 2,67f55cd7-dfc5-4a0f-9c08-5ff01318cd03,172812,180223,333333333333333333333333,8,4,4,4,3,,,,,,8,,,Rapunzel,7,,7,,7,,7,,7,,7,,
88,Round 2,6802104f-4408-41dc-ba3f-5efaed7a83d6,175885,170348,Bishops3,4,,2,,5,,3,,3,,4,,,COOL TEAM,,4,,4,,7,,1,,5,7,,
89,Round 2,6805c999-5ef1-4eb7-b0fc-30332d4b1020,171463,180278,bigcc,,2,,1,,6,,1,,5,1,,,AB10,1,,5,,5,,8,,5,,5,,
90,Round 2,68276ee3-4424-4514-8223-c23e38e55b0f,181078,175462,Portal Mages 11,3,,4,,1,,2,,5,,5,,,WebVR 2,,2,,1,,8,,2,,6,8,,
91,Round 2,695e7177-ccf5-442d-ab9f-c4d1e380ab6a,171248,181534,Doxys Doormats,8,,5,,3,,5,,2,,8,,,CryptoGreen10,2,,5,,1,,2,,3,,2,,
92,Round 2,69b463a9-ff13-4565-b766-c2689f60daa9,177912,181494,OG,1,8,7,3,7,,,,,,1,,,piggy,,2,,3,,1,,1,,1,1,,
93,Round 2,69b54d6c-174d-4e7d-b6b6-353db59380c6,171384,171736,Ninjasquad,,4,,2,,3,,2,,3,3,,,Wagcrux,,5,,2,,1,,1,,7,5,,
94,Round 2,69d5aaa2-f73a-4864-a5a4-ddd634fdeae0,180261,169948,AB4,5,,5,,5,,4,,4,,4,,,troop 101,6,5,1,1,8,,,,,,6,,
95,Round 2,6a2b3f83-0f36-4d79-97c8-d2e1ea234e0f,182143,181200,SUMTING2,,1,,1,,5,,2,,6,2,,,Portal Mages 17,5,,1,,5,,5,,5,,1,,
96,Round 2,6a334641-3d9b-49ad-8fc0-bd4780376056,175137,170794,EVG,,8,,4,,1,,3,,5,5,,,BB8,,,1,,,3,3,,3,3,1,,
97,Round 2,6c501786-db97-4882-9073-294b6c5f0995,181923,170625,Team Last Minute 2,,,,,,3,3,3,5,1,3,,,GOTCHI-HAN3,1,5,6,6,7,,,,,,1,,
98,Round 2,6dd80701-0626-4558-83e2-c7b350a5fd04,172560,169646,CHRONOS - Specter Squadron,3,,2,,3,,7,,6,,2,,,Singer 3,,,2,,,5,7,,5,6,2,,
99,Round 2,6f2b01b6-89a2-4d4a-b687-0a7da233627c,181904,181427,Please let me win,,,,,,7,7,6,7,7,7,,,porsche,,6,,3,,1,,5,,3,6,,
100,Round 2,705ca4db-dbe8-43ca-b519-5355bf6df5ce,181067,181470,ᕙ( ಥ‿ಥ )ᕗ,,,2,,,6,6,,6,5,2,,,nirvana,,5,,2,,4,,4,,4,4,,
101,Round 2,70a0426b-4882-4dca-8e8a-42d79d0497a6,172995,181890,[HCF] lil bebe crows,,1,,5,,6,,4,,3,6,,,The Staars,,4,,1,,8,,8,,8,8,,
102,Round 2,716471dd-475d-4466-8d28-2d3c6e1f6e67,169615,171715,Operation Meat Shield,,4,,2,,6,,7,,7,6,,,yoloooo2,,,4,,,1,7,,8,5,1,,
103,Round 2,71f509f9-c6d4-4f48-b117-59126a6f7f0c,171978,171229,Aavegotchi team 10,5,3,4,1,6,,,,,,4,,,Sandro 9,,2,,2,,1,,1,,1,1,,
104,Round 2,72986dc4-9c21-4690-9e61-76bb040a83f6,171968,179504,Aavegotchi team 6,3,5,2,7,1,,,,,,2,,,SparkleLy,5,7,,4,1,,,3,,,5,,
105,Round 2,739a090c-ef6a-4328-b141-74f7401d7836,170340,172602,iuytrtyu,,,,,,2,2,4,6,7,2,,,CHRONOS - Ghost Recon Unit 2,8,,2,,5,,5,,1,,2,,
106,Round 2,740efc7e-8ca9-4332-9cf8-b99c4045c477,181559,171535,CryptoGreen15,,,,,,4,1,6,3,1,6,,,Power Rangers Delta,,,4,,,2,8,,3,1,2,,
107,Round 2,744d341d-8f06-4085-8795-370a86d97ac2,180248,172811,T-Bill,,2,,2,,8,,8,,8,8,,,22222222222222222,4,8,5,6,3,,,,,,4,,
108,Round 2,74ddae67-02a7-4b75-8a42-4a462c225dc4,178142,181213,Peapods,,,,,,6,7,3,1,5,6,,,RUN09,4,,4,,4,,1,,8,,4,,
109,Round 2,752e6d2a-8dee-4313-a490-77b28c4e8071,182236,181484,Ogi 10,8,8,,7,8,,,7,,,7,,,stye,2,,7,,2,,3,,3,,2,,
110,Round 2,75f66a9b-4cfd-42a4-b496-c8fc7decc66f,180273,182243,AB5,2,,2,,2,,8,,8,,2,,,1 de cada,,4,,6,,5,,1,,3,6,,
111,Round 2,76724623-7945-4809-bf4f-71aa745baf51,179560,182090,Alcoholics IV,,,8,,,5,3,,7,7,3,,,Lamborghini,,3,,7,,7,,5,,7,7,,
112,Round 2,776648b6-2d7f-4b84-884a-051b94c99e2a,181461,181719,106,,,7,,,7,7,,7,6,7,,,dake,,7,,7,,5,,7,,7,5,,
113,Round 2,77896c57-0899-4470-b597-c763f2613701,172312,182458,brank,4,,4,,4,,4,,2,,2,,,samie 08,,7,,1,,5,,6,,2,7,,
114,Round 2,7922cf4d-e94a-42e8-9065-21dbceb07ff8,181536,170756,CryptoGreen12,,5,,1,,7,,3,,8,7,,,juicy,3,,1,,7,,6,,5,,3,,
115,Round 2,7926e548-194d-49d3-90a7-b038235b9a76,177585,174847,Less Go,1,,3,,1,,6,,5,,6,,,RandomR,,,,,,1,4,3,7,5,3,,
116,Round 2,7a05991f-41ef-4e62-8d13-b6507c23ce44,182052,181474,Tuệ Linh 2,2,3,,6,8,,,4,,,6,,,quark,,,4,,,7,4,,3,1,4,,
117,Round 2,7b916c34-2882-4f91-ba1c-e71d449fc74c,179814,181911,4th wall,,3,,1,,6,,5,,6,6,,,Piratas,,4,,6,,5,,8,,5,5,,
118,Round 2,7cb636a5-0c92-41b3-baa6-07082f35650c,172731,182412,GetEnlightened,,,1,,,5,2,,7,5,5,,,DreamTeam,,2,,2,,3,,1,,3,1,,
119,Round 2,7cc02b6b-1a1f-452e-a752-1c9647b27fb0,175441,178264,Pluto,,4,,7,,5,,3,,5,4,,,The worst troll team you'll ever gonna meet,,,,,,8,8,8,8,6,8,,
120,Round 2,7d2b63e1-ec62-463f-b205-5749e75a6907,179301,172309,Zooey's Doom Patrol,,2,,4,,3,,3,,4,3,,,quark axe,,3,,3,,3,,3,,3,3,,
121,Round 2,7e114b5e-1a9b-4c71-b684-f3ccd378da50,179829,171534,Kulalongis™ Mages,,7,,7,,7,,7,,7,7,,,Power Rangers Beta,,,4,,,3,8,,7,7,3,,
122,Round 2,7e6043dc-a095-47b0-80cb-a84b24c88860,181103,181500,ʘ‿ʘ,,,4,,,7,7,,5,7,7,,,wd,8,,8,,8,,4,,8,,8,,
123,Round 2,819a0b69-6e0c-41b6-9852-8b0d99c4a72b,175209,178189,h4xx0rz,,3,,5,,7,,6,,7,6,,,CG2,,,4,,,3,5,,3,8,5,,
124,Round 2,81bb8102-323b-4a13-93ae-0a7481dbf091,175463,170627,Web 3,,4,,1,,6,,7,,7,6,,,GOTCHI-HAN4,3,1,8,1,1,,,,,,3,,
125,Round 2,81de00b7-f5a8-472e-97ac-4b8f70a72d09,172527,172616,Fight,,,4,,,5,3,,6,3,3,,,Team DAIddy Kong,2,,4,,6,,1,,8,,2,,
126,Round 2,846dcc23-9bd5-45f3-9294-b5fd1a395f43,171042,170785,Super 5,5,,2,,2,,3,,1,,5,,,BB2,,,1,,,7,7,,4,7,7,,
127,Round 2,856e7b39-598a-4b47-b2bf-dc09947a76a3,177374,171314,EVG,7,,6,,7,,8,,1,,6,,,BETA GOTCHI,,,1,,,1,6,,5,1,1,,
128,Round 2,85b3a94e-ffd5-4162-ba2b-f3c0fc948e50,181988,171470,SlickG,,,5,,,5,4,,7,3,5,,,ALOTTA,,4,,4,,1,,7,,1,1,,
129,Round 2,873374b9-4832-47a3-b489-7873d1b70d1e,178212,177351,In der S-Bahn eingeschlafen,,,2,,,5,5,,6,1,5,,,EVG,4,,6,,2,,4,,5,,4,,
130,Round 2,87adc037-130f-431b-b3f3-6d2bd3059e08,175100,182359,EVG,6,,6,,5,,7,,2,,6,,,Fodechinchos,,3,,4,,5,,1,,7,5,,
131,Round 2,885fc8ca-e8c3-4021-9aeb-dd8ab7ae7df5,182142,181397,SUMTING1,4,,2,,1,,7,,5,,4,,,Buffalo DeGotchi 4,3,,6,,4,,2,,5,,6,,
132,Round 2,89e85f7f-9b12-44a0-bfdd-9813c068ce8e,169886,170337,TheMageTeam1,,,,,,4,7,7,7,5,7,,,"Yes, and how many times must a man look up Before he can see the sky? And how many ears must one man have Before he can hear people cry? Yes, and how many deaths will it take 'til he knows That too many people have died?",6,,7,,7,,6,,5,,6,,
133,Round 2,8a908da0-2c5a-4e93-9bac-ed2ce5269c90,175191,171313,GFA 15,,,4,,,5,6,,3,5,6,,,DELTA GOTCHI,1,,1,,1,,6,,3,,1,,
134,Round 2,8b4191df-5f8f-4773-8c05-18fb53050472,173095,177904,kinkai3,6,3,6,3,1,,,,,,6,,,OG,,1,,3,,1,,1,,1,1,,
135,Round 2,8b6dc3f6-ebbe-44d2-a73f-3ade20f5f835,180454,173215,Zegotchi,,4,,2,,1,,6,,7,6,,,Alpha Wave2,7,,3,,5,,7,,7,,7,,
136,Round 2,8b96b402-1fc0-4ce4-8a92-d92d362f2737,170614,182461,NoFuture,3,8,1,2,5,,,,,,3,,,Ogi cc,5,3,,7,3,,,8,,,3,,
137,Round 2,900ca03d-4c1f-46d5-bdd7-efa4fb540a98,180230,181005,Ladybug,,2,,2,,3,,3,,5,5,,,(ง ͡ʘ ͜ʖ ͡ʘ)ง,,2,,4,,3,,8,,7,4,,
138,Round 2,90846755-0eab-4464-bb83-e72b70de4beb,178237,182149,The worst mage team you'll ever gonna meet,,,,,,6,7,7,6,7,7,,,Majinhos,,,,,,7,6,7,4,7,6,,
