Round Name,Battle ID,Team 1 ID,Team 2 ID
Semi Finals,16824a51-d89b-4c63-81bf-bddbdd0ed76b,182413,176060
Semi Finals,6771236f-63df-4197-bac5-6997b36285a5,181108,181156
